Card 1,Card 2,Card 3,Score
As,Jc,Jh,0.705684960
Kh,Qc,Qh,0.705311418
2c,Kd,Kh,0.705300635
5h,Qc,Qh,0.705252213
8s,Kd,Ks,0.705180254
3h,Kh,Ks,0.704936394
6h,Kc,Ks,0.704896742
As,Jc,Jd,0.704878611
4s,Kd,Kh,0.704831847
4d,Qd,Qs,0.704563204
Js,Qd,Qh,0.704506165
Jd,Jh,Qs,0.704198646
As,Td,Th,0.704000614
Js,Qh,Qs,0.703993964
9h,Qc,Qd,0.703721875
9d,Qd,Qh,0.703361748
8c,Qd,Qh,0.703323113
6h,Qc,Qh,0.703202038
8h,Jc,Jd,0.703059144
5h,Kh,Ks,0.702818535
Kh,Ks,Qc,0.702577041
Jd,Js,Ks,0.702556494
6h,Qd,Qh,0.702168376
3d,Qc,Qs,0.702146037
4c,Qc,Qs,0.701938226
3h,Qc,Qd,0.701811952
Jh,Js,Qs,0.701668641
6d,Jh,Js,0.701527199
9c,Jc,Jd,0.701502884
6c,Qc,Qs,0.701490645
6h,Jc,Jh,0.701478350
9d,Jd,Jh,0.701425026
6h,Qc,Qs,0.701317991
Qd,Qh,Td,0.701256714
7h,Qd,Qs,0.701104055
Kc,Tc,Ts,0.700961309
9c,Qc,Qs,0.700870378
4h,Qc,Qs,0.700735575
Ad,Jc,Js,0.700444351
Jc,Js,Ts,0.700254921
Ah,Jd,Jh,0.700239891
Jc,Jh,Qd,0.699969802
5d,Qc,Qd,0.699780691
8d,Qc,Qh,0.699599991
Ac,Jd,Js,0.699350785
Qd,Qs,Ts,0.699228607
4d,Qh,Qs,0.699183542
3s,Kd,Kh,0.699097609
6s,Jc,Js,0.699093263
Jc,Js,Qh,0.699043369
Jc,Js,Qd,0.698657152
Jd,Jh,Ks,0.698657152
Jd,Qc,Qh,0.698526220
9s,Qc,Qd,0.698410655
4c,Qc,Qh,0.698371424
9c,Qd,Qs,0.698141493
Qh,Th,Ts,0.697968154
8s,Td,Ts,0.697890807
7s,Jd,Js,0.697887166
Jd,Td,Th,0.697848752
7s,Qd,Qs,0.697731529
Jd,Jh,Td,0.697382367
5h,Kd,Ks,0.697164331
3s,Qc,Qs,0.697078847
8s,Qd,Qh,0.696951973
5s,Kd,Kh,0.696910754
Jh,Qh,Qs,0.696727512
7h,Qh,Qs,0.696620037
Qd,Qh,Ts,0.696609547
As,Jd,Jh,0.696574105
6h,Jc,Js,0.696099026
Jc,Js,Tc,0.695916295
8s,Qd,Qs,0.695619514
Ah,Qc,Qd,0.695548772
Jc,Jh,Kh,0.695476273
7c,Qd,Qh,0.695476273
3c,Jd,Jh,0.695378160
9h,Qc,Qs,0.695202360
7d,Qd,Qh,0.695193004
3s,Jc,Jh,0.695160265
6d,Qd,Qs,0.695140658
3h,Jc,Jh,0.695085051
3c,Qh,Qs,0.694940853
2h,Qd,Qs,0.694889118
7c,Qc,Qh,0.694864767
8h,Qc,Qd,0.694779741
4d,Qc,Qh,0.694704482
3h,Kd,Ks,0.694669289
5d,Qc,Qh,0.694462096
5s,Qd,Qh,0.694419839
9d,Qh,Qs,0.694266392
Jc,Jd,Ts,0.694170754
Js,Qc,Qd,0.694029848
Qc,Tc,Ts,0.694026120
3c,Qd,Qs,0.693502872
Jd,Jh,Qd,0.693427544
7c,Jc,Jh,0.693281900
4d,Qd,Qh,0.693255977
Kh,Td,Th,0.693252394
Jh,Js,Td,0.692931265
Jd,Js,Ts,0.692793995
Ah,Jc,Js,0.692693269
5d,Qd,Qs,0.692586146
7h,Jd,Jh,0.692404566
7s,Qc,Qs,0.692394078
Ah,Tc,Ts,0.692384159
Ah,Td,Th,0.692371143
6s,Jc,Jh,0.692224520
6c,Qh,Qs,0.692224520
Jd,Tc,Td,0.692060449
9h,Qd,Qs,0.691758316
2d,Jd,Js,0.691758316
2d,Jc,Js,0.691456450
2h,Qc,Qs,0.691439113
9c,Jd,Js,0.691318837
Qc,Qh,Td,0.691309099
2c,Kc,Kd,0.691084901
5c,Qd,Qh,0.691034973
Kd,Tc,Ts,0.691022766
3d,Qc,Qh,0.690910057
Jc,Jh,Ks,0.690371050
5h,Qc,Qd,0.690124928
5d,Qh,Qs,0.690083519
7d,Qc,Qh,0.689994409
Ah,Tc,Td,0.689957643
Ah,Jd,Js,0.689695751
Jd,Jh,Kd,0.689668838
4s,Qc,Qd,0.689572065
7d,Kc,Ks,0.689511260
Jd,Js,Th,0.689446531
3c,Jc,Jd,0.689226560
Ad,Jc,Jh,0.689145980
3c,Qd,Qh,0.689108318
Ks,Tc,Th,0.688993055
Jh,Th,Ts,0.688605159
Jh,Js,Th,0.688484115
5s,Qc,Qs,0.688320216
Jd,Js,Kd,0.688257055
5d,Jd,Jh,0.688146527
9h,Jd,Js,0.688068837
7c,Jc,Jd,0.687970403
2c,Jd,Jh,0.687842773
7s,Qd,Qh,0.687748176
4s,Qc,Qh,0.687589901
2s,Qc,Qh,0.687361218
Jd,Js,Kc,0.687358697
2h,Jc,Jd,0.687096022
Qh,Qs,Tc,0.687018657
8s,Jc,Js,0.686944020
4d,Jd,Jh,0.686691279
6h,Jh,Js,0.686319659
5s,Qc,Qh,0.686251459
6d,Qc,Qh,0.686160080
4c,Qh,Qs,0.685966382
Qc,Qs,Td,0.685805238
7h,Qc,Qd,0.685775700
7s,Jd,Jh,0.685775700
2d,Qh,Qs,0.685345053
4s,Kc,Kd,0.685202491
Jc,Jh,Th,0.685060942
5h,Jc,Jh,0.685059935
5c,Jh,Js,0.685058034
8s,Qc,Qs,0.685057136
9c,Qh,Qs,0.685009454
7s,Jc,Jh,0.684801057
4h,Qc,Qh,0.684739222
Kh,Tc,Ts,0.684707613
5c,Qd,Qs,0.684431615
7h,Jd,Js,0.684420627
Jc,Jd,Qh,0.684393602
Jh,Js,Qh,0.684344793
Jc,Qh,Qs,0.684321155
8h,Jc,Jh,0.684291993
8d,Jc,Jd,0.684291993
3d,Jc,Jh,0.684260381
Jc,Tc,Th,0.684082021
Kd,Tc,Td,0.684029172
Qd,Td,Th,0.683997125
7d,Qd,Qs,0.683977853
Qh,Qs,Th,0.683720747
6c,Jd,Jh,0.683638592
5c,Tc,Th,0.683481481
9s,Jh,Js,0.683464491
6c,Qd,Qh,0.683414269
2d,Qc,Qs,0.683177620
Jc,Jh,Kc,0.683089323
3d,Qc,Qd,0.682989854
Kd,Td,Ts,0.682966839
8d,Jd,Js,0.682794405
6c,Jc,Js,0.682761010
3h,Qd,Qs,0.682541587
Jh,Td,Th,0.682519154
Qd,Qh,Tc,0.682423156
4c,Qc,Qd,0.682423156
5c,Jc,Jh,0.682417500
Jc,Jh,Td,0.682311447
Jc,Jd,Ks,0.682244295
6c,Jc,Jh,0.682084947
Jd,Tc,Th,0.681972083
6c,Qc,Qh,0.681926108
9c,Jc,Jh,0.681800852
4h,Qd,Qs,0.681642530
3c,Jc,Jh,0.681500046
Qh,Tc,Th,0.681437174
Qh,Td,Th,0.681392033
7s,Qc,Qd,0.681313293
9c,9h,Ah,0.681125603
6h,Jd,Jh,0.681038282
6s,Qc,Qh,0.680719106
5s,Jc,Jd,0.680627457
Jc,Tc,Td,0.680570187
As,Tc,Ts,0.680545052
8s,Jh,Js,0.680519070
9c,9d,Js,0.680481186
5s,Td,Ts,0.680218453
9h,Jc,Js,0.680193554
Ad,Th,Ts,0.679862976
6d,Qc,Qs,0.679745342
Jd,Td,Ts,0.679741403
4s,Qc,Qs,0.679580058
Kc,Th,Ts,0.679576311
7c,Tc,Th,0.679543523
3c,Jh,Js,0.679353878
Jd,Jh,Qc,0.679258829
4h,Jh,Js,0.679167042
Jh,Tc,Th,0.679153935
Kh,Tc,Th,0.679080097
Jc,Jd,Qs,0.679080097
9h,Qc,Qh,0.678988411
9s,Qd,Qh,0.678977659
3h,Qd,Qh,0.678977659
7d,Qh,Qs,0.678860648
As,Th,Ts,0.678770506
Jc,Jh,Tc,0.678735246
9d,Jd,Js,0.678521641
6s,Qd,Qh,0.678510550
6d,Jd,Jh,0.678510550
2s,Qd,Qh,0.678324403
4c,Jc,Jd,0.678321750
Qd,Th,Ts,0.678260592
Js,Td,Th,0.678260592
Ks,Td,Ts,0.678197415
Qs,Tc,Th,0.678195552
5d,Jd,Js,0.678135750
9s,Tc,Th,0.678133958
4h,Jd,Jh,0.677388590
8d,Qh,Qs,0.676548195
4c,Qd,Qs,0.676435332
2d,Qc,Qd,0.676352655
7c,Jd,Js,0.676324755
9s,Jc,Jd,0.676084666
Qd,Td,Ts,0.675940197
5s,Jc,Jh,0.675733486
7h,Jc,Jd,0.675696779
4d,Qc,Qs,0.675330801
9s,Qc,Qs,0.675234865
Ah,Jc,Jh,0.675209245
3h,Jd,Jh,0.675006275
9c,Qc,Qd,0.674791693
Jd,Js,Td,0.674589709
7d,Jc,Jd,0.674519376
8s,Jd,Jh,0.674234956
6c,Th,Ts,0.674190755
Kh,Qh,Qs,0.674090866
6h,Qc,Qd,0.673913807
Jc,Jh,Ts,0.673485317
Kd,Td,Th,0.673480149
Ad,Tc,Th,0.673272303
Ad,Jh,Js,0.673045563
7h,Jc,Jh,0.673045563
9d,Jh,Js,0.673045563
6c,Qc,Qd,0.672972899
8d,Jc,Js,0.672971144
Qs,Tc,Td,0.672970235
9c,9s,Jc,0.672742228
5c,Qc,Qs,0.672734575
3s,Jc,Jd,0.672730602
Qs,Tc,Ts,0.672695742
3h,Qc,Qs,0.672660799
8d,Jc,Jh,0.672610047
3s,Qd,Qh,0.672604856
8c,Jc,Js,0.672475854
Ah,Td,Ts,0.672425720
2c,Qd,Qs,0.672087585
Qc,Tc,Td,0.671908057
2d,Qd,Qs,0.671643917
3h,Jc,Jd,0.671609540
3s,Qc,Qh,0.671492404
Qd,Tc,Th,0.671431387
6s,Jd,Js,0.671392017
8d,Jh,Js,0.671233660
Jc,Jd,Tc,0.671097850
7h,Jh,Js,0.671018459
5h,Qd,Qs,0.670936050
2s,Jh,Js,0.670858615
9c,9d,Jc,0.670832438
8c,Jc,Jh,0.670757111
8s,Jc,Jd,0.670674577
Qs,Td,Th,0.670370435
Qc,Td,Th,0.670339598
Jc,Js,Kh,0.670267064
5c,Jd,Jh,0.670260455
Js,Qd,Qs,0.669914137
9h,Jd,Jh,0.669824515
9d,9s,Jd,0.669655794
3h,Qh,Qs,0.669655794
9h,Tc,Th,0.669246042
2c,Tc,Th,0.668929692
6s,Jd,Jh,0.668730647
5d,Jc,Jd,0.668699705
Qc,Tc,Th,0.668286708
9h,Jc,Jh,0.668233814
Jh,Js,Tc,0.667926171
Ad,Tc,Td,0.667782908
2c,Jc,Jd,0.667693296
8d,Jd,Jh,0.667586522
9c,9d,Kc,0.667500684
9c,9h,Qh,0.667489717
3c,Tc,Ts,0.667441987
5s,Jd,Jh,0.667414471
4h,Jc,Jd,0.667327880
Ks,Tc,Ts,0.667153555
9h,9s,Qs,0.667050556
9d,Jc,Js,0.666775043
2s,Td,Ts,0.666710956
Js,Td,Ts,0.666632486
7d,Jd,Jh,0.666610240
Jd,Jh,Ts,0.666562825
Jc,Jd,Td,0.666541491
6d,Qh,Qs,0.666440638
7d,Jh,Js,0.666431379
9d,9h,Kd,0.666366980
2h,Jd,Jh,0.666222473
4s,Jd,Js,0.666057881
Js,Tc,Th,0.665950697
Jd,Th,Ts,0.665946570
5h,Jd,Js,0.665874187
Jd,Js,Qs,0.665687371
2h,Qc,Qh,0.665685730
Ad,Tc,Ts,0.665327785
3d,Qd,Qs,0.665234686
4h,Qd,Qh,0.664974684
9c,9h,Js,0.664877445
5s,Th,Ts,0.664858085
Ah,Kh,Qh,0.664692337
9d,Tc,Th,0.664667222
Ad,Td,Th,0.664608146
9h,Tc,Ts,0.664433120
9h,9s,Js,0.664283872
4s,Jd,Jh,0.664154365
Jd,Qh,Qs,0.663786471
9s,Qh,Qs,0.663717271
Qh,Tc,Td,0.663644399
Ac,Td,Ts,0.663392828
7d,Jc,Jh,0.663193704
2s,Jd,Js,0.662950031
5s,Jd,Js,0.662929103
8h,Tc,Ts,0.662787051
7d,Jc,Js,0.662544065
9d,9h,Th,0.662479128
2h,Qd,Qh,0.662407880
4c,Jd,Js,0.662401919
Jc,Td,Th,0.662390960
5h,Qd,Qh,0.662231118
2d,Jc,Jd,0.662231118
As,Tc,Td,0.662067755
2d,Jc,Jh,0.661861240
Qc,Th,Ts,0.661813590
8h,Jc,Js,0.661782665
2c,Jc,Js,0.661733764
9c,Tc,Ts,0.661709286
8d,Qc,Qd,0.661510674
8s,Jd,Js,0.661430005
9c,Tc,Th,0.661351600
6d,Jd,Js,0.661293384
3s,Qc,Qd,0.661209463
As,Td,Ts,0.661050995
9d,9h,Jd,0.661006427
Kc,Tc,Th,0.660884630
9d,9h,Ad,0.660761537
9c,9d,Ad,0.660698471
7d,Td,Th,0.660679915
Jd,Js,Tc,0.660649568
5h,Jc,Js,0.660594899
Jc,Th,Ts,0.660581587
5d,Jc,Js,0.660079233
7s,Jh,Js,0.659914025
2h,Jh,Js,0.659587782
Qc,Td,Ts,0.659561399
8c,Jh,Js,0.659395486
6s,Jh,Js,0.659282591
5c,Jd,Js,0.659249991
4h,Jc,Jh,0.659179984
5h,Qh,Qs,0.658958211
Jh,Tc,Ts,0.658924688
9s,Jd,Js,0.658726711
8c,Jc,Jd,0.658708632
4c,Jc,Js,0.658630598
6d,Th,Ts,0.658622571
8d,Qd,Qh,0.658517981
9c,9s,As,0.658274113
3s,Jd,Jh,0.658272459
6d,Tc,Ts,0.658133489
3d,Jh,Js,0.658129087
Ks,Tc,Td,0.658048637
Ac,Td,Th,0.658014008
8d,Th,Ts,0.657955386
9h,Th,Ts,0.657926874
Ac,Th,Ts,0.657923102
4s,Jh,Js,0.657837001
Kc,Td,Th,0.657791602
8s,Jc,Jh,0.657755541
8s,Tc,Td,0.657394602
2h,Qc,Qd,0.657279195
5h,Jh,Js,0.656937896
5d,Jh,Js,0.656918364
2s,Jc,Js,0.656843363
2d,Qc,Qh,0.656816244
5h,Jd,Jh,0.656732767
Kc,Tc,Td,0.656709326
9c,Jh,Js,0.656533168
6d,9d,9h,0.656532274
2s,Jc,Jd,0.656531303
5c,Jc,Js,0.656485452
2s,Qc,Qd,0.656466780
Ac,Tc,Ts,0.656225816
6h,Jd,Js,0.655875645
7c,Jc,Js,0.655747656
2s,Td,Th,0.655584266
9d,Jc,Jh,0.655498523
Kh,Tc,Td,0.655401192
Jh,Js,Ts,0.655261895
4h,Jd,Js,0.655236855
9h,9s,Ks,0.655219448
9c,9d,Td,0.654924406
Jc,Js,Th,0.654804009
8c,Td,Ts,0.654749161
9c,9s,Jh,0.654390458
9d,9h,Ah,0.654272626
Qs,Th,Ts,0.653210233
2d,Jd,Jh,0.652990337
8h,Tc,Th,0.652862205
2c,Td,Th,0.652617153
9d,9s,Ts,0.652592041
Js,Th,Ts,0.652419138
Ah,Tc,Th,0.652243844
6d,Jc,Jh,0.651844945
Js,Tc,Td,0.651764501
2c,Jh,Js,0.651719476
4s,Jc,Js,0.651717502
Qh,Tc,Ts,0.651687413
8c,Tc,Ts,0.651653426
Ah,Qh,Th,0.651640504
9s,Td,Th,0.651426369
Ac,Tc,Th,0.651374469
7s,Jc,Jd,0.650690620
Jc,Jd,Th,0.650553074
4d,Jc,Js,0.650393551
2h,Td,Ts,0.650328786
3s,Jd,Js,0.650278995
9h,Jc,Jd,0.650272885
Kd,Tc,Th,0.650092418
8d,Td,Th,0.649953686
2s,Jc,Jh,0.649895920
9d,Tc,Td,0.649763779
8h,Td,Th,0.649743344
8c,8s,9c,0.649609209
6d,Tc,Td,0.649451575
7h,Jc,Js,0.649331727
6d,Jc,Jd,0.649246722
9c,Jc,Js,0.649221423
4d,Tc,Td,0.649113165
3s,Td,Ts,0.649104619
9d,Tc,Ts,0.649033120
8c,Tc,Td,0.649033120
4d,Jd,Js,0.649033120
9d,9s,Jh,0.648869336
9c,Th,Ts,0.648708759
8s,Td,Th,0.648580273
7c,Th,Ts,0.648378768
6c,Tc,Th,0.648156718
Qd,Tc,Ts,0.648068317
9d,9s,Th,0.647701495
6c,Tc,Td,0.647547300
Kd,Th,Ts,0.647522595
3d,Jc,Jd,0.647386894
9d,Td,Th,0.647381228
8s,Tc,Th,0.647150445
6d,Jc,Js,0.647016979
9c,9d,Kd,0.646987646
9c,9h,Th,0.646970416
3d,Jd,Jh,0.646940444
5s,Jc,Js,0.646748251
3h,Tc,Th,0.646581235
4c,Jh,Js,0.646398106
As,Tc,Th,0.646361797
Kc,Td,Ts,0.646356214
8h,Jh,Js,0.646131087
2c,Jc,Jh,0.646065768
8c,8s,Js,0.645988556
9d,9s,Qd,0.645943031
3c,Jd,Js,0.645912209
4s,Td,Th,0.645762055
4c,Td,Th,0.645725036
3d,Jc,Js,0.645700163
9c,9d,Tc,0.645220247
8c,Jd,Js,0.645198427
Jh,Tc,Td,0.645143125
2s,Jd,Jh,0.645125606
5d,Jc,Jh,0.644868837
5h,Tc,Td,0.644504347
2h,Tc,Td,0.644470059
9c,Tc,Td,0.644465866
As,Js,Ts,0.644406633
6c,Jc,Jd,0.643957679
9h,9s,Ac,0.643880467
9s,Th,Ts,0.643791892
9c,9h,Ac,0.643736979
Ac,Qc,Tc,0.643687741
4h,Jc,Js,0.643684233
Ah,Th,Ts,0.643178741
5s,Tc,Ts,0.643140266
8d,8h,9d,0.643021894
9d,9s,Qc,0.642834989
3s,Jc,Js,0.642026657
9c,9d,Jh,0.641946764
2d,Td,Ts,0.641939446
5d,Td,Ts,0.641800103
7c,Tc,Ts,0.641772693
5d,Tc,Th,0.641637533
6s,Jc,Jd,0.641533966
8c,8s,Ts,0.641526657
7d,Jd,Js,0.641344944
5c,Tc,Td,0.641326754
4s,Td,Ts,0.641236702
7c,Jh,Js,0.641190813
9h,Td,Ts,0.640864211
2h,Tc,Th,0.640853882
7s,Qc,Qh,0.640461736
9c,9s,Ac,0.640400690
9d,9h,Kc,0.640344261
9d,9h,Qd,0.640329491
Jc,Td,Ts,0.640281705
8c,Jd,Jh,0.640270312
Ks,Td,Th,0.640165934
8d,Td,Ts,0.639914127
9s,Jc,Jh,0.639885622
3h,Jh,Js,0.639809649
9c,Jd,Jh,0.639769512
8s,Th,Ts,0.639369909
Kh,Td,Ts,0.639075286
9c,9s,Ts,0.638774549
3c,Jc,Js,0.638597329
6c,Jh,Js,0.638456082
4s,Tc,Td,0.638438385
7c,9c,9d,0.638387834
3d,Td,Th,0.638354280
9h,9s,Ah,0.638168605
5h,Td,Th,0.638136559
7d,9c,9h,0.638042512
9h,9s,Th,0.637892402
4s,Jc,Jd,0.637859598
9h,9s,Kh,0.637763485
9d,9s,Jc,0.637571235
Jc,Js,Td,0.637543880
9c,9h,Jd,0.637163047
8c,Td,Th,0.636790108
6s,Tc,Th,0.636667553
9c,9s,Qc,0.636656987
7h,9c,9h,0.636581606
9d,9s,Tc,0.636574294
9c,9s,Ks,0.636567547
6d,Td,Ts,0.636511385
8d,Tc,Th,0.636354521
8c,8s,Kh,0.636262143
9d,9h,As,0.636113362
8d,8s,Jc,0.636023114
6c,Jd,Js,0.636018274
4d,Tc,Ts,0.635633134
Jh,Td,Ts,0.635628439
As,Ks,Qs,0.635610721
3h,Jd,Js,0.635315312
8s,Qc,Qh,0.635176594
7d,Td,Ts,0.635127362
4d,Jh,Js,0.635112432
7c,Td,Ts,0.635097663
7h,Tc,Th,0.634928846
2h,Td,Th,0.634607303
8h,Jd,Js,0.634370345
5d,Td,Th,0.634207625
3d,Td,Ts,0.634157481
9c,9s,Kd,0.634007343
6h,Td,Ts,0.633412556
9c,9d,Ts,0.633323402
9c,9d,Th,0.633157486
2d,Jh,Js,0.632674596
8c,8h,Jh,0.632532777
8s,Tc,Ts,0.632205861
8h,Tc,Td,0.632201312
5h,Tc,Th,0.632046196
2h,Jc,Jh,0.632042679
9c,9d,Ac,0.631703228
9d,9h,Qs,0.631325328
7s,Th,Ts,0.631306769
3s,9h,9s,0.631222286
5s,9h,9s,0.631189949
9c,9d,Jd,0.630920277
9h,9s,Kd,0.630673449
4d,Td,Ts,0.630644058
9d,Td,Ts,0.630619242
4h,Td,Th,0.630392839
9h,Td,Th,0.630211550
5s,9c,9s,0.630139841
9c,9h,Tc,0.630066131
2s,Tc,Ts,0.629840370
9c,9s,Ad,0.629824200
9c,9d,Qd,0.629743543
9s,Jd,Jh,0.629650341
9d,9h,Ac,0.629650341
4s,Tc,Th,0.629554186
7d,Tc,Td,0.629391603
9c,9d,Qs,0.629365317
8d,8s,9d,0.629278924
4s,Th,Ts,0.629209084
6c,Td,Ts,0.629187413
9c,9d,Kh,0.629137037
Jd,Js,Qh,0.629090315
9d,9h,Td,0.628936015
6s,Tc,Td,0.628824817
9h,9s,Kc,0.628766471
9d,9s,Js,0.628664839
4s,Jc,Jh,0.628509564
3c,Tc,Td,0.628178731
6d,Tc,Th,0.628144046
6h,Jc,Jd,0.628001334
8c,8h,Th,0.627625630
9c,9s,Th,0.627546321
9c,9d,As,0.627241808
9d,9s,Td,0.627181880
9c,9d,Ah,0.626956279
9h,9s,Jd,0.626927245
8c,8s,Qs,0.626857023
8h,Th,Ts,0.626777270
2s,Th,Ts,0.626714939
4c,Tc,Th,0.626694155
9d,9s,As,0.626551005
3s,Jh,Js,0.626519320
7h,Tc,Ts,0.626440789
4d,Jc,Jh,0.626436237
7s,Tc,Td,0.626422160
7d,Tc,Th,0.626355574
9s,Td,Ts,0.626310656
9d,9h,Ts,0.626287479
8d,8h,Th,0.625620255
2c,Jd,Js,0.625529585
Ad,Jd,Kd,0.625454102
9c,9d,Qh,0.625257898
9s,Tc,Ts,0.624958140
4h,Th,Ts,0.624784443
9c,Td,Th,0.624741353
8h,8s,9h,0.624578135
3h,9c,9h,0.624574280
8d,8s,Jd,0.624448873
9c,9h,Jc,0.624411418
9d,9s,Ks,0.624392406
8c,8s,Jd,0.624177038
9c,9s,Qd,0.624165092
8c,Th,Ts,0.624082231
9h,9s,Td,0.623796503
6h,Td,Th,0.623499964
9h,9s,Qh,0.623403042
9c,9s,Kh,0.623375226
9s,Tc,Td,0.623131990
8c,8s,Ad,0.622984734
3d,Tc,Ts,0.622218575
7c,Tc,Td,0.622199026
5c,Tc,Ts,0.622118700
8d,8s,Ts,0.622064664
5c,9d,9s,0.622054781
8c,9c,9s,0.622047697
9c,9h,Qd,0.621483966
2h,Jd,Js,0.621467016
6c,Tc,Ts,0.621437730
9c,9h,Qs,0.621358426
5c,9c,9d,0.621282872
9d,9s,Qh,0.621086699
5s,Jh,Js,0.620956231
9h,9s,As,0.620895269
4h,Tc,Th,0.620504142
9h,Tc,Td,0.620443065
2d,Td,Th,0.620189431
4d,Tc,Th,0.620189431
2c,Tc,Ts,0.620183393
3d,Th,Ts,0.619815301
9d,9h,Kh,0.619711122
2c,Th,Ts,0.619603257
9c,9h,Kh,0.619468888
Js,Ks,Qs,0.619419633
4h,Td,Ts,0.619279344
7s,Td,Ts,0.619232506
9c,9h,Jh,0.619138569
5c,9c,9s,0.619042782
9d,9h,Qc,0.619009107
4d,Jc,Jd,0.618970675
5s,Td,Th,0.618853137
9c,9d,Qc,0.618824092
6c,9c,9h,0.618529688
Ad,Kd,Qd,0.618478548
9c,9d,Ks,0.618436755
8c,Tc,Th,0.618430593
5c,Th,Ts,0.618240038
6h,9c,9h,0.618200655
7d,Tc,Ts,0.618200655
7s,9c,9s,0.617841848
8c,8s,Jc,0.617675451
4c,Jc,Jh,0.617651775
9d,9s,Kd,0.617576614
3c,Tc,Th,0.617549991
9c,9h,Kd,0.617184468
8c,8h,Ks,0.616825002
7d,Th,Ts,0.616817165
8d,Tc,Ts,0.616634550
Ks,Qs,Ts,0.616406383
5d,Tc,Ts,0.616244026
7c,Jd,Jh,0.616197532
9d,9s,Kc,0.616152722
8h,9h,9s,0.616039288
8s,9h,9s,0.616035809
3h,Tc,Td,0.615958601
4c,Th,Ts,0.615906980
Jc,Kc,Qc,0.615814708
4c,Tc,Ts,0.615698645
8c,8h,Jc,0.615560419
8d,9h,9s,0.615498320
8c,8h,9d,0.615452757
8d,8h,Ad,0.615201139
9d,9h,Jh,0.615197584
9c,9s,Tc,0.615087756
8c,9d,9h,0.614699014
9c,Ac,Jc,0.614631596
9d,9h,Jc,0.614521344
7s,9c,9h,0.614379535
Ah,Kh,Th,0.614235111
5c,9c,9h,0.614142624
7h,Td,Th,0.613826259
8c,9c,9h,0.613825380
8c,8s,9d,0.613621826
6s,Td,Th,0.613521513
8d,8h,Td,0.613212975
9d,9s,Ah,0.613199132
6s,Tc,Ts,0.613112665
8c,8d,Jd,0.613013010
8c,8s,9s,0.612765783
5d,Tc,Td,0.612622728
3c,9c,9h,0.612601487
3s,Tc,Ts,0.611961848
9d,9s,Qs,0.611912578
9d,9h,Qh,0.611750072
Ah,Jh,Kh,0.611630922
8d,8s,9h,0.611435022
6c,9c,9s,0.611386513
9h,9s,Ad,0.611344993
8c,8d,Kd,0.611234442
8c,8s,Qh,0.611083571
9c,9s,Td,0.611013546
9c,9s,Qs,0.610899796
7d,9c,9d,0.610875125
3s,Th,Ts,0.610798457
9c,9h,Kc,0.610592111
6d,8c,8d,0.610240781
8s,9c,9d,0.610147364
4c,Jd,Jh,0.610102611
3h,Tc,Ts,0.610081576
2d,9d,9h,0.609915669
9c,9s,Js,0.609848992
8h,8s,Qc,0.609599884
8h,8s,Ah,0.609510750
9d,9h,Tc,0.609422204
7d,7h,Jh,0.609327497
6h,Th,Ts,0.609305660
8d,8s,Js,0.609084761
4d,Td,Th,0.609073781
2d,Tc,Td,0.608941657
Ah,Jh,Th,0.608863839
9c,9h,Ks,0.608730747
8c,8d,Qh,0.608682858
8c,8h,Jd,0.608660411
8h,8s,Jh,0.608504359
6h,Tc,Td,0.608478532
8h,9d,9h,0.608471397
8s,9c,9h,0.608301345
8c,8d,Ad,0.608168525
Ac,Kc,Tc,0.608000651
8c,8d,Jc,0.607792507
8d,8s,As,0.607730499
8h,Td,Ts,0.607707091
9c,Td,Ts,0.607566651
3c,Td,Th,0.607563029
8c,8h,Qc,0.606903726
2d,Tc,Th,0.606864356
2d,Th,Ts,0.606842689
5h,Tc,Ts,0.606773672
6h,9d,9h,0.606754984
6d,9c,9d,0.606570365
9c,9s,Qh,0.606338971
6s,Th,Ts,0.606258579
9h,9s,Jc,0.606133508
8c,8h,Kh,0.606038499
5c,Td,Th,0.605938847
8d,9c,9s,0.605922161
6s,9h,9s,0.605867906
9d,9s,Ad,0.605845530
7s,Tc,Ts,0.605722074
2s,9d,9s,0.605647109
6c,9d,9s,0.605618634
3s,Td,Th,0.605401509
As,Js,Qs,0.605172433
7h,7s,8c,0.605097143
9c,9h,Qc,0.604808037
7c,7h,Kc,0.604785828
8d,9d,9h,0.604601076
7h,9h,9s,0.604585520
8c,8d,Ah,0.604577459
5s,Tc,Td,0.604505176
8d,8s,9c,0.604267639
8d,Tc,Td,0.604256321
6d,9h,9s,0.604052911
6h,Tc,Ts,0.604007653
6c,Td,Th,0.603943631
4s,Tc,Ts,0.603861879
8d,8h,9s,0.603826240
9c,9s,Kc,0.603718081
6c,9c,9d,0.603685672
5s,Tc,Th,0.603389714
7c,7s,Ks,0.603344580
8h,8s,Tc,0.603179507
5d,9d,9h,0.603120098
6h,9d,9s,0.602885225
9h,9s,Qc,0.602836997
2d,9d,9s,0.602538365
3d,Tc,Th,0.602269324
7c,8c,8d,0.602269324
4c,Tc,Td,0.602165066
8d,8s,9s,0.602046662
8d,8h,Ts,0.601527770
4c,Td,Ts,0.601179650
6s,9c,9s,0.601008623
8c,8h,9c,0.600942113
8d,8s,Qd,0.600777568
9h,9s,Tc,0.600696211
9c,9h,Ad,0.600630998
4h,Tc,Td,0.600517033
8h,9c,9d,0.600465490
8h,9c,9s,0.600407653
